ID,Name,Concepticon_ID,Concepticon_Gloss,Number,Description
3068-Holeintheearth,Hole in the earth,,,3068-Holeintheearth,"  ‘Hole in the earth’ [Yili]. Aspiration is associated with ‘hollow, empty’ §5.8.6.  ||  [E] ST: TB-JP mă³¹-kʰam⁵⁵ ‘pit’. Similar CH and foreign comparanda are here tentatively sorted out according to connections which emerge in Table K-1 under → kǎn1 坎埳. <> CH loans are perh. Tai: Po’ai kamᶜ¹ < *k- ‘cave’, PKS *kaːm¹ ‘cave’; but these items could belong to → kǎn1 坎埳 instead.  "
3071-Tosleep,To sleep,,,3071-Tosleep,"  ‘To sleep’ [Shi], ‘sleeping apartments in a palace’ [Li].  ||  [E] ST: WT gzim-pa ‘fall asleep, sleep’ ᛝ gzim-gzim, tsʰim-tsʰim ‘eyes dazzled’ (STC: 170 n. 455); Manchati im ‘sleep’, Adi im-maŋ ‘dream’; PLB *yip > WB Ɂip ‘sleep’, ᛝ sip ‘put to sleep’, perh. ᛝ ə-simᴮ ‘concubine’; Tsangla ip, Ao Naga jip, JP id.; Mru chim ‘put to sleep’ < s- [Löffler 1966: 122]. Most TB forms are phonologically difficult to reconcile with the CH and WT etymon (HST: 134); perh. they derive from a ST *(s-)im. "
3072-Greenblue,"Green, blue",,,3072-Greenblue,"  ‘Green, blue’ [Shi].   ||  [D] PMin *tsʰaŋ ‘raw’ (Norman identifies the PMin form with 青, Nakajima with 生).  ||  [E] ST *siŋ: WT gsiŋ-ma < *k-siŋ ‘pasture land, meadow’, Mikir reŋ-seŋ < *-se/iŋ ‘green’, Rawang məsëŋ ‘green’, măšiŋ ‘blue’. This root *siŋ is identical to the ST root *siŋ ‘tree, wood’ (→ xīn4 薪) and its CH homophone xīn 新 ‘new, renew’, so that these items may also be part of this large wf. CH -> PVM: Sách sɛŋ, Viet xanh ‘blue-green’.  ||  A parallel stem is *saŋ, see → cāng3 蒼 *tshâŋ ‘green’. For an overview of the *sriŋ ~ *sraŋ contrasts (§11.1.3), see Table S-1 after → shēng2 生; for an overview of *sriŋ ~ *siŋ contrasts, see Table  Q-1   Live, fresh, green (B): *sriŋ ~ *siŋ  →"
3073-Bepureclear,"Be pure, clear",,,3073-Bepureclear,"  ‘Be pure, clear’ (water, sound and generally) [Shi].  ||  [T] Sin Sukchu SR ts'iŋ (平); MGZY tshing (平) [ts'iŋ]; ONW tsʰieŋ"
3074-Cleanclense,"Clean, clense",,,3074-Cleanclense,"  ‘Clean, clense’ [Guoyu]. "
3075-Wakeupbecomesober,"Wake up, become sober",,,3075-Wakeupbecomesober,"  ‘Wake up, become sober’ [Zuo] (HST: 55).  ||  [T] Sin Sukchu SR siŋ (上), LR siŋ; MGZY  sing (上) [siŋ]  — [D] PMin *tsʰaŋᴮ  ||  [E] ST *seŋ: WT seŋ-po ~ bseŋ-po ‘clear, white, airy, pale’ ᛝ gseŋ-po ‘clear and sharp’ (sound), JP seŋ³³ ‘clean’; Lushai tʰiaŋᴴ / thianᴸ ‘be clear, clean’. JP tʃă⁵⁵-griŋ⁵⁵ ‘sober’ is unrelated. <> This is perh. an area word, note MK-Khmer: cēṅa /caaɛŋ/ ‘be clear, bright... make clear...’   ||  ~ ST *saŋ: WT saŋ-ba, saŋs ‘cleanse’, bzi-saŋs-te ‘having become sober again after intoxication’ (bzi ‘intoxication’) ᛝ ’tsʰaŋ-ba, tsʰaŋs ‘to remove, make clean’ (Unger Hao-ku 36, 1990: 61); WB tsaŋ ‘clear, pure’.    ||  Allofams are perh. → xīng2 星 ‘star’ (HST: 55) and qíng 星 ‘clear sky’; → jìng1 靜靖竫 may also be related.  ||  For an overview of the different ST stems, see the following Table Q-2 ‘Clean’.  →"
3076-Light,Light,,,3076-Light,"  ‘Light’ (weight) [Shi, Guoce].  ||  [E] ST *C-jaŋ (*C-iaŋ): PTB *r-yaːŋ ~ *gyaːŋ (STC no. 328; French 1983: 512): WT yaŋ ‘light’, Tamang ²iaŋ, Lushai zaaŋR / zaanᴸ < jaaŋɁ / jaans ‘be light’; NNaga *gyaŋ, Lepcha kyaŋ ‘be light’. For the OC vowel, see §11.3.2). "
3077-Becareless,Be careless,,,3077-Becareless,"  ‘Be careless’ [Zuo] (Downer 1959: 286).  ||  [<] exoactive / putative of qīng (§4.3.2), lit. ‘consider light, treat lightly’  "
3078-Beslanting,Be slanting,,,3078-Beslanting,"  ‘Be slanting’ > caus. ‘overturn, overthrow’ (wall, mandate) 傾頃 [Shi]; ‘incline’ (the head) 傾 [Li]. The graph 傾 is also read MC kʰjäŋ without medial w (§10.2.1).  ||  [E] AA-PMon *kɁiəŋ / *kɁeeŋ ‘to lean, be slanted > listen’, Khmer ’iaṅa /Ɂìiəŋ/ ‘to slant, slope, tilt, incline...’; this item also occurs in TB-JP n³¹-kʰjeŋ³¹ ‘slanted’ (CVST 5: 104). The CH aspiration may stem from a post-initial glottal stop (§5.9.4). "
3079-Feelings,Feelings,,,3079-Feelings,"  ‘Feelings’ [Shi, Zuo], ‘proper nature, circumstances’ [Meng], or more fundamentally ‘quality, attribute, feature’ (Boltz JAOS 120.2, 2000: 225ff). The meaning ‘feelings’ has led to attempts to connect the word with ST *s-niŋ ‘heart’ (Benedict 1976: 170 n. 8), but the meaning ‘proper nature’ suggests that this word is rather cognate to → shēng2 生 ‘live, life’ (Boltz), although the initials are difficult to reconcile. "
3083-Toask,To ask,,,3083-Toask,"  ‘To ask’ [Zuo], ‘request’ [Lun].  ||  [T] Sin Sukchu SR ts'iŋ (上); MGZY tshing (上) [ts'iŋ]; ONW tsʰieŋ  ||  [E] ST: TB-PKiranti *sìŋ ‘ask’ [van Driem 1995: 254: Starostin], Garo siŋɁ ‘to inquire, question, ask’. "
3084-Cold,Cold,,,3084-Cold,  ‘Cold’ [Li]. Perh. related to → cāng2 凔.  
3085-Behappyhappinessgoodfortune,"Be happy, happiness, good fortune",,,3085-Behappyhappinessgoodfortune,"  ‘Be happy, happiness, good fortune’ [BI, Shi].  ||  [E] Etymology not certain. The word may be cognate to WT g-yaŋ ‘happiness, blessing, prosperity’. Bodman (1980: 95) relates the WT word to → xiáng1 庠祥. "
3086-Tosuspend,To suspend,,,3086-Tosuspend,"  ‘To suspend’ [Li] > ‘musical stone’ [BI, Shi]. Since OCM medial *-w- is sometimes lost before high front vowels (§10.2.1), this word may be related to → xuán4 縣懸 ‘suspend’. <> Or perh. connectd with PMiao klaaŋ¹ [Purnell] ‘to hang, dangle’. "
3087-Vaulthole,Vault > hole,,,3087-Vaulthole,  ‘Vault > hole’ [Shi].   ||  [<] ‘hollow’ aspiration of → gōng2 弓 ‘bow’ (§5.8.6) (Karlgren 1956: 14). 
3088-Bedistressed,Be distressed,,,3088-Bedistressed,"  ‘Be distressed’ [Shi]. This word looks like a variant of → jiǒng4 窘 (gjuenᴮ 3) LH guin (?) ‘be distressed’. If so, both could go back to a PCH final *-uŋ. For possible further connections see → kǒng2 恐 ‘be afraid’ and items listed there; → qióng2 窮 may be a vocalic variant.  ||  [E] ST: WT gyoŋ ‘want, need, indigence’. "
3089-Extremetheutmost,"Extreme, the utmost",,,3089-Extremetheutmost,"  ‘Extreme, the utmost’ [Zuo] > ‘destitute, poverty’ [Shi].  ||  [T]  Sin Sukchu SR gjuŋ (平); MGZY  kÿung (平) [gjuŋ]"
3090-Beexhaustedexhaustiveentirely,"Be exhausted, exhaustive > entirely",,,3090-Beexhaustedexhaustiveentirely,"  ‘Be exhausted, exhaustive > entirely’ [Shi].  — [C] → qióng1 邛 may be a variant. "
3091-Aloneandhelpless,Alone and helpless,,,3091-Aloneandhelpless,"  ‘Alone and helpless’ [Shi].  ||  [E] Perh. MK: Khmer ēṅa /Ɂaaɛŋ/ ‘to be alone, all by oneself, solitary’, but the discrepancy in the initials is unexplained. "
3092-Hillmound,"Hill, mound",,,3092-Hillmound,"  ‘Hill, mound’ [Shi], ‘small hill’ [SW], ‘waste, ruins’ [Chuci]. This may be the s. w. as → qiū2 丘 ‘village’. → qū5 虛墟 (kʰjwo) [kʰɑ] ‘hill, mound, ruins, waste’ is probably not cognate (contra general assumptions, e.g. Wáng Lì 1982: 85). "
3093-Villagedistrict,"Village, district",,,3093-Villagedistrict,"  ‘Village, district’ [Meng], 丘商 ‘the city Shang’ [OB] (Keightley 2000: 57), 商丘 [Zhushu jinian].   ||  [D] M-Xiàmén, Fúzhōu kʰuᴬ 邱 ‘plot of land’.  ||  [E] ST: TB-Phön kəwa, Lushai kʰuaᴴ ‘village, town’, Lai kʰua ‘cosmos, village’ [Van-Bik, LTBA 21.1, 1998: 221]. The TB words are often associated with those under → qú5 衢.  ||  The homophone → qiū1 丘‘hill, mound, ruins’ is prob. the same word since settlements were often built on elevated ground; a semantic parallel is → jīng1 京 ‘city, hill’. "
3095-Autumn,Autumn,,,3095-Autumn,"  ‘Autumn’ [OB, Shi], perh. ‘fall-winter’ in OB; ‘crop’ [Shu].  ||  [D] M-Xiàmén, Fúzhōu tsʰiuᴬ¹  ||  [E] Etymology not clear. Qiū might be cognate to → shōu 收 *nhiu ‘to gather, harvest’, the QYS initial tsh- can in some instances derive from a complex pre-literate initial with a voiceless *n, as in → qī1 七 *tshit ‘seven’ (§5.9.1.1). Alternatively, qiū might be related to the wf → zú1 卒 ‘to end’ since vegetation dies in the fall (note that zú also refers to dead vegetation in winter).   "
3097-Gemadorned,Gem-adorned,,,3097-Gemadorned,  ‘Gem-adorned’ [Shi]. Bodman (1980: 167) relates this to WT gru ‘lustre of gems’. 
3098-Ball,Ball,,,3098-Ball,"  ‘Ball’, earlier some ‘kind of jade’ [Shi, Shu].   ||  [E] <> Tai: Wu-ming klauᴬ² ‘ball’ (Bodman 1980: 108). "
3099-Toassemble,To assemble,,,3099-Toassemble,"  ‘To assemble’ (e.g. friends) [BI, Shi] > ‘accumulate’ (e.g. merits) 逑 [Shi] > ‘mate, companion, partner, antagonist’ 仇 [Shi].   ||  [E] ? ST: Chepang  gu, Bodo lʏgʏ ‘friend’ [Weidert 1987: 18]. <> Tai: S. kʰuuᴮ² < *g- ‘pair’ (Li F. 1976: 42). Li suggests a connection with CH yǒu 友 ‘friend’ (but see under → yòu2 右) and with WT grogs ‘friend’ (but see → kè3 客). "
3100-Fur,Fur,,,3100-Fur,"  ‘Fur’ [BI, Shi]. Bodman (1980: 166) compares this to WT gru ‘boat’ (of inflated hides). Tamang ¹kuri ‘skin’ looks similar.  "
3101-Toswim,To swim,,,3101-Toswim,"  ‘To swim’ [Lie].  ||  [E] Since this word is late, it may simply be a dialect variant of → yóu6 游遊, as in some dialects original *j- becomes a fricative (note Mǐn above). Bodman (1980: 179) draws attention to a Lushai word hlew ‘swim’. "
3102-Horneddragon,Horned dragon,,,3102-Horneddragon,"  ‘Horned dragon’ 虯 [Chuci]; ‘horn-shaped, long and curved’ 觓 [Guliang],  觩 [Shi].  ||  HST: 130 compares ‘horned dragon’ with WT klu ‘Nagas, serpent spirits’, but see → jiāo4 蛟. The most likely etymology is ‘twisting, wriggling’ (Carr LTBA 13.2: 151ff), note → jiǔ3 糾 (kjeuᴮ) ‘to twist, plait’."
3105-Tobendbent,"To bend, bent",,,3105-Tobendbent,"  ‘To bend, bent’ [Shi], crooked, unjust’ [Zuo].   ||  [T] Sin Sukchu SR k'y (入); MGZY khÿu (入) [k'y]; ONW kʰuok"
3106-Bentcurved,"Bent, curved",,,3106-Bentcurved,"  ‘Bent, curved’ (body) [Shi], 跼 ‘bend the body’ [Shiwen].  ||  [E] PMK *gɔk ‘be crooked, bent, lame’ (Shorto 1972: 15).   ||  [C] This wf is cognate to items under → gōu1 句鉤枸區; it may also be connected with → jú6 鞠鞫 ‘bend’. "
3107-Tobend,To bend,,,3107-Tobend,"  ‘To bend’ [Zuo], ‘subdue’ [Shi]; the graph shows a squatting (i.e. bent) person with the phonetic underneath.   ||  [T] Sin Sukchu SR k'y (入); MGZY khÿu (入) [k'y]  ||  [<] a final -t derivation of → jú6 鞠鞫 ‘bend’  ||  [E] Perh. ST (but the final consonants differ): WT dgur ‘crooked, bend down’ ᛝ ’kʰur-ba ‘carry’ (a heavy load), Lushai kuurᴴ ‘to bend down, droop’ ᛝ kuurᴸ ‘be bowed down, burdened’. CH -> PTai *gu̯otᴰ² ‘bent’.   ||  [C] Cognates are perh. → gōu1 句鉤枸區, → qū1 曲. "
3108-Bodyperson,"Body, person",,,3108-Bodyperson,"  ‘Body, person’ [Meng].    ||  [T] MTang kʰy < kʰuo, ONW kʰuo  ||  [E] ST: PTB *(s-)kuw > WT sku, WB kui ‘body’ (of an animal) (HST: 46), Mru kö [Löffler 1966: 130]. Shorto (2006: 20) suggests a connection with MK *jkooɁ ‘body’ > OMon jirku. Loss of a ST pre-initial could be responsible for aspiration §5.8.1."
3109-Todriveanimalsgallopdriveoutaway,"To drive (animals), gallop, drive out / away",,,3109-Todriveanimalsgallopdriveoutaway,"  ‘To drive (animals), gallop, drive out / away’ [BI, Shi].  ||  [E] ST: WT ’kʰyug-pa ‘to run, dart, hasten’ ᛝ ’kʰyu-ba, kʰyus ‘to run’ ᛝ dkyu-ba ‘a race’ ᛝ ’gyu-ba, ’gyus ‘to move quickly’ (HST: 128). CH aspiration is associated with forceful motion §5.8.5. An allofam may be → jū7 駒 ‘colt’. "
3110-Ruinmound,Ruin-mound,,,3110-Ruinmound,"  ‘Ruin-mound’ 虛 [Shi], ‘ruins’ 墟 [Guoyu, Li], ‘hill, mound, site’ 虛 [Zuo], ‘a large  mound’ [SW]. This may be a nominal derivation by k-prefix (§5.4) from → xū2 虛 ‘empty’ (Karlgren 1956: 18). Note Lushai koᴴ ‘a mound, bank, raised ground...’ which may be related. Qū is probably not related to → qiū1 丘. "
3113-Hesheitthey,"He, she, it, they",,,3113-Hesheitthey,"  ‘He, she, it, they’ 3rd person pron., appears in 4th~5th cent. AD, survives in many central and southern dialects: G-Línchuān keᴮ¹, Jīxī keᴬ²; X-Qíyáng kiᴬ¹ (Norman 1988: 118 etc), also Yuè kʰøy¹³ ‘he’.  ||  This pron. may be related to → qí7 其 through the OC *a ~ *ə alternation (§11.1.2), also the AA pronoun *ki has a secondary form *ka > Khmer ge /ke/ ‘third person singular’. "
3115-Leanemaciated,"Lean, emaciated",,,3115-Leanemaciated,"  ‘Lean, emaciated’ [Guoce].  ||  [E] ST: WB kʰwak ‘concave’ (as a cup), ‘sunken’ (face). For the WB final -k, see §6.9.  ||  [E] These words may be unrelated, but they can be phonologically reconciled if we assume a root initial *w- or *Ɂw-. Perh. related to → yú3 盂 . "
3116-Emaciateddeformedperson,Emaciated; deformed person,,,3116-Emaciateddeformedperson,"  ‘Emaciated; deformed person’ (often burnt to alleviate drought) [Zuo] (Qiu Xigui EC 9-10, 1983-85: 291). For final -ŋ, see §6.5.2. "
3117-Eyesocket,Eye-socket,,,3117-Eyesocket,  ‘Eye-socket’ [Liezi].  ||  [<] nominalizing k-prefix derivation from wāng (§5.4).  
3118-Crossroads,Crossroads,,,3118-Crossroads,"  ‘Crossroads’ [Zuo, Lüshi] is prob. not related to qú 躣 ‘to go’ [Chuci], thought in turn to be a cognate of → yú1 于 ‘to go to’. It may belong to the wf → jǔ3 矩 ‘carpenter’s square’ in the sense of (roads intersecting at) ‘right angles’, but this is speculation. Most likely, it is related to → jǔ5 柜 ‘gutter’ as its TB cognates there imply. "
3119-Totakeaccept,"To take, accept",,,3119-Totakeaccept,"  ‘To take, accept’ [BI, Shi].   ||  [T] Sin Sukchu SR ts'y (上); MGZY tshÿu (上) [ts'y]; MTang tsʰy < tsʰuo, ONW tsʰuo"
3120-Totakemarryawife,To take / marry a wife,,,3120-Totakemarryawife,"  ‘To take / marry a wife’ [late Shi, Shu, but perh. also in OB].  ||  [<] exoactive of qǔ 取 (§4.3.1).   ||  [C] This wf is occasionally thought to be related to items under → jù7 聚. "
3121-Togoaway,To go away,,,3121-Togoaway,"  ‘To go away’ intr., ‘to leave’ tr. [Shi]; already in early OC qù took over the function of qǔ, hence ‘to eliminate, do away with’ tr. [Zuo].   ||  [T] Sin Sukchu SR k'y (去); MGZY khÿu (去) [k'y]; MTang kʰy, NW corridor kʰi, ONW kʰø < kʰio (?)  ||  [N] The OB graph shows a man with a hole marked in his crotch, hence the inventors of writing had perhaps ‘anus’ in mind (cf. the TB cognates).   ||  [<] exopass. (reflexive) of qǔ 去 (kʰjwoᴮ), lit. ‘remove oneself’ (§4.4).    ||  [E] ST: The basic ST meaning is ‘to get rid of’: WT skyag-pa, bskyags ‘to spend, lay out, expend’ ᛝ skyag ~ rkyag ‘dirt, excrement’; WB kyaᶜ ‘fall, become low, expand’ ᛝ kʰyaᶜ ‘throw down, put down’ (? ᛝ kyaŋ ‘excrement’); KC-Tiddim kiaF ‘to fall ᛝ xiaF (< *kh-) ‘to let fall, fell’, kiatR ᛝ xiatR (< *kh-) ‘id.’ (Geilich 1994: 171). For the final consonants, see §3.2.2. Loss of a ST pre-initial could be responsible for aspiration §5.8.1.  ||  [C] Allofam → qiè3 朅 (kʰjät) ‘go away’. "
3122-Toputawayeliminategetridof,"To put away, eliminate, get rid of",,,3122-Toputawayeliminategetridof,"  ‘To put away, eliminate, get rid of’ (noxious influence, drought) [Shi]; early on, this word was superceded by qù (Wáng Lì 1958: 555). "
3125-Complete,Complete,,,3125-Complete,  ‘Complete’ [Meng] > ‘preserve’ 全 [Zhuang] > ‘single-coloured sacrificial animal’ 犈 [Zuozhuan].  ||  [T] Sin Sukchu SR dzyen (平); MGZY tswÿan (平) [dzyɛn]
3126-Becomecuredillness,Become cured (illness),,,3126-Becomecuredillness,  ‘Become cured (illness)’ [Zhuang] (Karlgren 1956: 13). 
3127-Spring,Spring,,,3127-Spring,"  ‘Spring’ (of water) [OB, Shi].   ||  [T] Sin Sukchu SR dzyen (平); MGZY tswÿan (平) [dzyɛn]  ||  [N] This word rimes in Shījīng in -an (Pulleyblank 1963: 209) and is therefore to be reconstructed with a labiovelar initial (Baxter 1992: 176; 232). The word could possibly be a CH n-suffix nominalization (§6.4.3) which is cognate to a PTB root *tso ‘bubble, boil’: WT ’tsʰod-ba, btsos ‘cook in boiling water’; WB tshu ‘to boil, bubble’. "
3128-Bebentcurvedcurling,"Be bent, curved, curling",,,3128-Bebentcurvedcurling,"  ‘Be bent, curved, curling’ 卷 [Shi] > ‘fist, strength’ 拳 [Shi] > ‘force, forceful’ 捲 [Zhuang], ‘power’  權 [Guoce] (? CH -> WB khwan- ‘strength’); ‘curly hair’ 鬈 (also quān) [Liji] (Karlgren 1949: 90), ‘wriggle’ (as snake) 蜷 [Chuci].    ||  [E] Since OC final *-n can have several sources (ST *-l, *-r, *-n, suffix *-n), a TB cognate is difficult to identify: (1) Bodman (1980: 150) relates this wf to WT kʰyor ‘a handful’ ᛝ ’kʰyor ‘to warp’, or WT ’kʰor ‘circle. (2) Or note Lushai kʰɔɔrR ‘double up, roll up’. (3) Or Lushai kualᴸ ‘to coil’. (4) Or perh. cognate to Lushai hrualᴴ ‘roll up in the hand’. (5) These could be n-suffixed forms of → gōu1 句鉤枸區. An allofam is prob. → quán4 彷. "
3129-Crookedwood,Crooked wood,,,3129-Crookedwood,  ‘Crooked wood’ [Guoce] > ‘bowl’ made thereof [Meng].  ||  Baxter reconstructs an OC medial r in all the words of GSR 226.  
3130-Walkwithbentbody,Walk with bent body,,,3130-Walkwithbentbody,"  ‘Walk with bent body’ [SW], this could be cognate to → quán3 卷拳 and / or to → gōu1 句鉤枸區. "
3132-Dog,Dog,,,3132-Dog,"  ‘Dog’ [BI, Shi] > ‘official in charge of dogs’ [OB].   ||  [T] Sin Sukchu SR k'yen (上); MGZY khwÿan (上) [k'yEn]  ||  [D] This word survives in Mǐn dialects (Xiàmén kʰianᴮ¹), but has been replaced by → gǒu 狗 in most of the others.   ||  [N] The OC rime is not certain; OCM *khwə̂n is usually assumed for this word (Pulleyblank 1995: 180), but etymologically we should expect *khwînɁ (Starostin 1995: 229 *khᵂīn).   ||  [E] ST *kwiɁ with the addition of the nominal final -n in Chinese (§6.4.3; STC: 158 n. 428): PTB *kwiɁ > PTib. ki > WT kʰyi, Kanauri *kui ‘dog’, Chepang kuyɁ; JP gui³¹; PL *kwe²  > WB kʰweᴮ. "
3134-Tobreaksplinter,"To break, splinter",,,3134-Tobreaksplinter,"  ‘To break, splinter’ [Shi].  ||  [<] iterative aspiration of → jué1 決 ‘cut’ (§5.8.3), hence lit. ‘cut / break repeatedly > splinter’ (Karlgren 1956: 14).  "
3137-Hare,Hare,,,3137-Hare,"  ‘Hare’ [Guoce]; ‘marmot’ in Sichuan (GYSX: 896b) [GY].  ||  [E] ST: PTB *yu(w) ~ *yun > Lushai saᴸ-zuF ‘rat’, saᴸ-zuᴸ-puiR ‘hare’ (lit. ‘big rat’); JP yu⁵⁵ ~ yun³³ ‘rat, mouse’, WB yun ‘rabbit’ (STC no. 93; p. 99 n. 284; p. 158 n. 428); note WT byi-ba ‘rat, mouse, rabbit’ which may also belong. In a few phonetic series and wfs OC *j- and *ts- co-occur (§9.2). Phonologically, the TB etymon is identical to → yòu9 鼬 ‘weasel’.  ||  [E] ST: PTB *m-kul ‘20’ ~ *kun ‘all’ (STC no. 10; 397) > WT kun ‘all’ (so HST: 89). → jūn4 軍 ‘army’ may be related.  "
